arf5	ENST00000000233
MEN1	ENST00000377316
ZNF165	ENST00000377325
CBWD3	ENST00000377338
CBWD3	ENST00000377344
PIK3CD	ENST00000377346
MAP4K2	ENST00000377350
LOC653510	ENST00000377400
CBWD7	ENST00000377400
GPR157	ENST00000377408
CBWD1	ENST00000377441
DTD1	ENST00000377452
Hist1h2ag	ENST00000377459
kctd12	ENST00000377474
PARK7	ENST00000377491
FAM27D1	ENST00000377522
Aup1	ENST00000377526
FAM27B	ENST00000377531
FAM27C	ENST00000377542
NRXN2	ENST00000377551
SLC22A12	ENST00000377567
DNAJC11	ENST00000377573
HMGN4	ENST00000377575
CYFIP2	ENST00000377576
SLC22A11	ENST00000377585
btn2a1	ENST00000377600
LOC642204	ENST00000377601
LOC653501	ENST00000377618
THAP3	ENST00000377627
Vipr2	ENST00000377633
CNTNAP3B	ENST00000377653
GALNT10	ENST00000377661
ZNF133	ENST00000377671
ALDH1B1	ENST00000377698
DUSP11	ENST00000377706
C20orf72	ENST00000377710
Dcaf10	ENST00000377724
Hist4h4	ENST00000377727
Hist1h4k	ENST00000377727
HIST1H4E	ENST00000377727
Hist1h4b	ENST00000377727
Krtap4-9	ENST00000377731
PLEKHG5	ENST00000377732
PLEKHG5	ENST00000377737
snx5	ENST00000377739
Hist1h4j	ENST00000377745
Hist1h4f	ENST00000377745
Hist1h4d	ENST00000377745
Dpp6	ENST00000377770
TCOF1	ENST00000377797
POLR1E	ENST00000377798
Hist4h4	ENST00000377803
Hist1h4i	ENST00000377803
Hist1h4f	ENST00000377803
Hist1h4c	ENST00000377803
RRBP1	ENST00000377807
NDUFB11	ENST00000377811
Dach1	ENST00000377826
Espn	ENST00000377828
HES2	ENST00000377834
ACOT7	ENST00000377845
CHPF2	ENST00000377851
WISP1	ENST00000377863
bfsp1	ENST00000377873
TMEM71	ENST00000377901
ZNF673	ENST00000377919
CXorf36	ENST00000377934
GKN1	ENST00000377938
SNRPB2	ENST00000377943
IKZF3	ENST00000377952
GLIPR2	ENST00000377959
RECK	ENST00000377964
RECK	ENST00000377966
CHD5	ENST00000378001
KIF16B	ENST00000378003
Ckap2	ENST00000378034
CHD5	ENST00000378041
ZNF783	ENST00000378052
gmnn	ENST00000378054
VPS36	ENST00000378060
MAOB	ENST00000378069
LRRC10B	ENST00000378075
ITGA8	ENST00000378076
Kcnab2	ENST00000378083
Kcnab2	ENST00000378087
GBA2	ENST00000378088
TPK1	ENST00000378098
NEK3	ENST00000378101
PAPOLG	ENST00000378104
Kcnab2	ENST00000378111
ARHGEF35	ENST00000378115
UTP14C	ENST00000378121
alg11	ENST00000378124
MLLT6	ENST00000378137
GPR34	ENST00000378142
NMT2	ENST00000378143
CASK	ENST00000378154
TBC1D3B	ENST00000378174
TRIM13	ENST00000378183
MS4A13	ENST00000378186
RPP38	ENST00000378203
ACBD7	ENST00000378211
ERLEC1	ENST00000378239
DCLRE1C	ENST00000378241
Lrrc47	ENST00000378251
ebpl	ENST00000378274
DCLRE1C	ENST00000378275
tpm2	ENST00000378292
FLJ46838	ENST00000378305
fbxo11	ENST00000378314
PHF11	ENST00000378315
Wdr8	ENST00000378322
myo19	ENST00000378326
LOC400558	ENST00000378340
CCL4L2	ENST00000378342
CCL3L1	ENST00000378354
pabpn1l	ENST00000378358
TRIM24	ENST00000378381
FNDC3A	ENST00000378383
Prdm16	ENST00000378389
OR5L2	ENST00000378397
cxorf38	ENST00000378426
lpar6	ENST00000378434
OR4A47	ENST00000378440
CDNF	ENST00000378442
DCDC2	ENST00000378450
DCDC2	ENST00000378454
bcor	ENST00000378455
NRSN1	ENST00000378477
Plcb4	ENST00000378501
SLC35B4	ENST00000378509
PPM1B	ENST00000378542
LRRC50	ENST00000378553
KIAA1539	ENST00000378554
DDB2	ENST00000378601
GNB1	ENST00000378609
Lancl3	ENST00000378621
CDK11A	ENST00000378635
CDK11A	ENST00000378638
SUCLA2	ENST00000378642
SYCE1L	ENST00000378644
UQCRQ	ENST00000378667
GDF9	ENST00000378673
dmd	ENST00000378684
mib2	ENST00000378710
ATAD3B	ENST00000378736
EFCAB5	ENST00000378738
LOC732419	ENST00000378741
Zfc3h1	ENST00000378743
ATAD3C	ENST00000378785
PPP1R2P4	ENST00000378797
WASH2P	ENST00000378819
AURKAIP1	ENST00000378853
C8orf83	ENST00000378861
CRLS1	ENST00000378868
sfrs7	ENST00000378869
PHF12	ENST00000378879
MCM8	ENST00000378896
DCTN3	ENST00000378916
LOC100130976	ENST00000378936
GK3P	ENST00000378941
GK3P	ENST00000378948
atl2	ENST00000378954
C9orf23	ENST00000378959
U2AF1L4	ENST00000378975
CNTFR	ENST00000378980
nqo1	ENST00000379046
LOC643406	ENST00000379053
LOC285741	ENST00000379055
TPT1	ENST00000379056
LOC389787	ENST00000379060
wt1	ENST00000379079
SLC26A3	ENST00000379083
NGRN	ENST00000379095
SCNN1D	ENST00000379099
SCNN1D	ENST00000379101
NOS2	ENST00000379105
CDH1	ENST00000379120
USF2	ENST00000379134
Kif24	ENST00000379166
LOC646359	ENST00000379182
ZFY	ENST00000379183
ECHDC3	ENST00000379215
SLC26A10	ENST00000379218
FAM106A	ENST00000379228
Tnfrsf4	ENST00000379236
Acsl6	ENST00000379255
SIRT5	ENST00000379262
Acsl6	ENST00000379272
acot9	ENST00000379295
c20orf30	ENST00000379299
KIAA0564	ENST00000379302
FNIP2	ENST00000379346
C8orf45	ENST00000379356
ZSCAN2	ENST00000379358
PTCHD1	ENST00000379361
NAA16	ENST00000379367
PHEX	ENST00000379374
Hivep1	ENST00000379382
Tm6sf1	ENST00000379390
C6orf105	ENST00000379415
XDH	ENST00000379416
DGAT2L7	ENST00000379421
PRNP	ENST00000379436
Ctxn3	ENST00000379445
ADRA1D	ENST00000379453
Nae1	ENST00000379463
MTRF1	ENST00000379477
KBTBD7	ENST00000379483
MBTPS2	ENST00000379484
ABCC8	ENST00000379493
Cmtm1	ENST00000379500
aqp7	ENST00000379503
Armc6	ENST00000379532
SNCAIP	ENST00000379536
CLIP4	ENST00000379543
ELF2	ENST00000379550
Fam179a	ENST00000379558
PPP1CB	ENST00000379579
EIF1AX	ENST00000379593
GCNT2	ENST00000379597
Cdc25b	ENST00000379598
NHLRC3	ENST00000379599
BRE	ENST00000379632
map7d2	ENST00000379651
Arrdc2	ENST00000379656
Trpc4	ENST00000379673
LOC645752	ENST00000379675
ppp1r1a	ENST00000379690
bag1	ENST00000379701
bag1	ENST00000379707
Spink4	ENST00000379723
Spink4	ENST00000379725
postn	ENST00000379743
CAMK2D	ENST00000379773
LOC645752	ENST00000379779
nwd1	ENST00000379808
Pdha1	ENST00000379815
APTX	ENST00000379819
APTX	ENST00000379824
RIOK1	ENST00000379834
LOC646871	ENST00000379848
Topors	ENST00000379858
nrbp1	ENST00000379863
GPR64	ENST00000379876
DDX58	ENST00000379883
ERAP2	ENST00000379904
CNGA4	ENST00000379936
BRF1	ENST00000379937
ATRN	ENST00000379943
SAMD9	ENST00000379958
IL15RA	ENST00000379974
RS1	ENST00000379984
RFESD	ENST00000380005
Slc19a1	ENST00000380010
BEND2	ENST00000380033
SCML1	ENST00000380045
GTPBP10	ENST00000380058
TRIM54	ENST00000380073
STEAP4	ENST00000380079
TECPR2	ENST00000380088
TRIM6-TRIM34	ENST00000380107
TRIM34	ENST00000380109
N4BP2L2	ENST00000380121
PECI	ENST00000380125
N4BP2L1	ENST00000380133
SSBP2	ENST00000380182
lass5	ENST00000380189
IFNA8	ENST00000380205
HBG2	ENST00000380259
CNTROB	ENST00000380262
LOC653653	ENST00000380291
AVP	ENST00000380293
ZRSR2	ENST00000380308
fbxl19	ENST00000380310
DMGDH	ENST00000380311
INE2	ENST00000380319
CA5BP	ENST00000380331
TMEM27	ENST00000380342
BPHL	ENST00000380375
SPDYE8P	ENST00000380417
NQO2	ENST00000380430
NQO2	ENST00000380454
SAT2	ENST00000380460
NQO2	ENST00000380472
Ephx2	ENST00000380476
FAM169A	ENST00000380515
SLTM	ENST00000380516
serpinb6	ENST00000380520
rraga	ENST00000380527
nap1l4	ENST00000380542
ADAMTSL1	ENST00000380548
akr1c3	ENST00000380554
ADAMTSL1	ENST00000380559
GCOM1	ENST00000380560
GCOM1	ENST00000380561
Eln	ENST00000380562
GCOM1	ENST00000380568
GRINL1B	ENST00000380569
ADRA1A	ENST00000380572
Eln	ENST00000380584
btf3	ENST00000380591
Egfl6	ENST00000380602
BOLA2B	ENST00000380616
B3galt5	ENST00000380618
EBF1	ENST00000380654
TTC8	ENST00000380656
TLR7	ENST00000380659
anxa3	ENST00000380662
Bnc2	ENST00000380666
MSL3	ENST00000380692
GTF2H2B	ENST00000380729
Smn1	ENST00000380741
smn2	ENST00000380742
MID1	ENST00000380787
BRWD1	ENST00000380804
Snapc3	ENST00000380807
Rabgef1	ENST00000380828
IDH3B	ENST00000380843
FREM1	ENST00000380875
FREM1	ENST00000380881
ZNF734	ENST00000380882
slc27a2	ENST00000380902
MUC16	ENST00000380941
LCMT1	ENST00000380963
NLN	ENST00000380985
Fkbp1b	ENST00000380986
SLC12A1	ENST00000380993
DNM1L	ENST00000381000
MPDZ	ENST00000381015
MPDZ	ENST00000381017
atad2b	ENST00000381024
pdx1	ENST00000381033
kank3	ENST00000381056
UGT2B11	ENST00000381096
LOC389906	ENST00000381109
aipl1	ENST00000381128
arsH	ENST00000381130
Npc1l1	ENST00000381160
Ptprd	ENST00000381196
DPF3	ENST00000381216
Asmt	ENST00000381241
CCDC91	ENST00000381259
ZNF232	ENST00000381274
SMOC1	ENST00000381280
IL6ST	ENST00000381293
IL6ST	ENST00000381294
P2RY8	ENST00000381297
RETN	ENST00000381324
THUMPD1	ENST00000381337
IDI1	ENST00000381344
LYRM5	ENST00000381356
IGF2AS	ENST00000381363
INS-IGF2	ENST00000381389
Esm1	ENST00000381405
IGF2	ENST00000381406
GPR12	ENST00000381436
DENND1C	ENST00000381480
GREB1	ENST00000381483
dip2c	ENST00000381503
MRPL23	ENST00000381514
KIAA1432	ENST00000381532
NPSR1	ENST00000381542
TNNT3	ENST00000381548
TNNT3	ENST00000381557
zmynd11	ENST00000381584
TNNT3	ENST00000381589
SIRPD	ENST00000381621
ATP8A2	ENST00000381648
ADCYAP1R1	ENST00000381665
CATSPER2P1	ENST00000381680
STRC	ENST00000381686
GAGE2A	ENST00000381698
GAGE12I	ENST00000381698
GAGE7	ENST00000381700
GAGE12I	ENST00000381700
GAGE12D	ENST00000381700
GAGE7	ENST00000381709
GAGE3	ENST00000381709
FKBP1A	ENST00000381719
GAGE12F	ENST00000381743
nupl1	ENST00000381747
LIMCH1	ENST00000381753
C2orf48	ENST00000381786
Cys1	ENST00000381813
CLEC16A	ENST00000381822
FGL1	ENST00000381840
LIAS	ENST00000381846
CDC37L1	ENST00000381858
MTUS1	ENST00000381861
RAD21L1	ENST00000381867
CTNS	ENST00000381870
Ppip5k1	ENST00000381885
Usp7	ENST00000381886
c9orf68	ENST00000381890
c20orf46	ENST00000381894
PSMF1	ENST00000381899
Klrc3	ENST00000381903
TNNI2	ENST00000381905
KLRD1	ENST00000381907
Tmem156	ENST00000381938
Atp12a	ENST00000381946
Srxn1	ENST00000381962
rfx3	ENST00000381985
ABHD12B	ENST00000382029
MAP1A	ENST00000382031
LOC100128526	ENST00000382034
RSAD2	ENST00000382040
TIMP3	ENST00000382049
AMACR	ENST00000382056
tp63	ENST00000382063
SPATA13	ENST00000382095
LOC360030	ENST00000382119
GPR125	ENST00000382129
vldlr	ENST00000382131
FETUB	ENST00000382136
KCNIP4	ENST00000382148
Dgkg	ENST00000382164
Slit2	ENST00000382173
UBR1	ENST00000382177
smarca2	ENST00000382182
smarca2	ENST00000382186
TPO	ENST00000382198
FAM179B	ENST00000382233
ZG16B	ENST00000382280
DAZ3	ENST00000382294
DAZ2	ENST00000382294
DAZ1	ENST00000382305
DAZ1	ENST00000382314
OLIG1	ENST00000382348
Efha1	ENST00000382374
DEFB132	ENST00000382376
wipi2	ENST00000382384
fam177a1	ENST00000382406
CDY1	ENST00000382407
DAZ4	ENST00000382431
DAZ3	ENST00000382440
DAZ1	ENST00000382440
DAZ4	ENST00000382449
CASKIN1	ENST00000382453
NCAPD2	ENST00000382457
Zdhhc20	ENST00000382466
abcc5	ENST00000382495
DAZ3	ENST00000382510
htrA3	ENST00000382512
CHEK2	ENST00000382563
LOC644589	ENST00000382564
DNAJC19	ENST00000382564
ttc14	ENST00000382584
TTTY6	ENST00000382600
TTTY6B	ENST00000382646
DEFA1B	ENST00000382679
C21orf63	ENST00000382699
Msx1	ENST00000382723
N6AMT2	ENST00000382754
N6AMT2	ENST00000382758
RBMY1B	ENST00000382759
UPB1	ENST00000382760
BET1L	ENST00000382762
SERPINB5	ENST00000382771
HGFAC	ENST00000382774
Zfhx2	ENST00000382785
Tnfrsf11a	ENST00000382790
TPSD1	ENST00000382797
CMTM5	ENST00000382809
CRYL1	ENST00000382812
KRTAP19-8	ENST00000382822
KRTAP22-2	ENST00000382830
CYorf15B	ENST00000382832
CD24L4	ENST00000382840
CDY2B	ENST00000382867
zmym2	ENST00000382870
FECH	ENST00000382873
Whsc1	ENST00000382895
UTY	ENST00000382896
slc7a4	ENST00000382932
GOLGA8DP	ENST00000382949
GOLGA8C	ENST00000382949
Ctbp1	ENST00000382950
GYG2P1	ENST00000382963
GYG2P1	ENST00000382966
RNF212	ENST00000382968
Med15	ENST00000382974
LOC731602	ENST00000382985
TBL1Y	ENST00000383032
TSPY2	ENST00000383042
Tspy1	ENST00000383042
Eif2a	ENST00000383043
C3orf16	ENST00000383050
DAXX	ENST00000383062
SRY	ENST00000383070
TXNDC6	ENST00000383180
DAXX	ENST00000383194
STAG1	ENST00000383202
Rgl2	ENST00000383204
hla-dpa1	ENST00000383224
hla-dqa1	ENST00000383250
hla-dqa1	ENST00000383251
AGER	ENST00000383279
ACAD11	ENST00000383282
hcp5	ENST00000383320
C4a	ENST00000383325
HLA-B	ENST00000383326
SKIV2L	ENST00000383336
DDR1	ENST00000383377
SNORD52	ENST00000383384
C6orf48	ENST00000383384
SNORD52	ENST00000383385
HSPA1A	ENST00000383389
Hspa1l	ENST00000383390
LY6G6C	ENST00000383413
LY6G6E	ENST00000383418
LY6G5B	ENST00000383433
ANKRD12	ENST00000383440
gnl1	ENST00000383450
LTB	ENST00000383493
GABBR1	ENST00000383537
OR12D3	ENST00000383556
Ier3	ENST00000383560
flot1	ENST00000383562
KIAA1949	ENST00000383573
c6orf136	ENST00000383580
ABCF1	ENST00000383588
HLA-E	ENST00000383597
ptplb	ENST00000383657
c3orf15	ENST00000383666
Ctdspl	ENST00000383760
NEK10	ENST00000383771
ATP2B2	ENST00000383800
OGG1	ENST00000383826
FAM131A	ENST00000383847
RNY4P19	ENST00000383855
RNY1	ENST00000383855
RN5S5	ENST00000383857
RNU1-5	ENST00000383858
RNU1-2	ENST00000383861
RNU6-1	ENST00000383868
RNU1-9	ENST00000383869
RNU1-8	ENST00000383869
RNU1-5	ENST00000383869
RNU6-1	ENST00000383873
RNU6-1	ENST00000383874
SNORD116-3	ENST00000383882
SNORD116-26	ENST00000383882
SNORD116-2	ENST00000383882
SNORD116-17	ENST00000383882
SNORD116-13	ENST00000383882
SNORD116-11	ENST00000383882
RNU6-1	ENST00000383886
LOC100132111	ENST00000383890
SNORD116-21	ENST00000383894
RNU1-5	ENST00000383897
RNU1-1	ENST00000383897
RNU1-8	ENST00000383902
RNU6-2	ENST00000383904
LOC100271832	ENST00000383909
SNORA70B	ENST00000383910
RNU6-1	ENST00000383914
RNY3	ENST00000383918
RNY4	ENST00000383919
SNORA20	ENST00000383922
SNORA70C	ENST00000383923
SNORA70B	ENST00000383923
RNU1-4	ENST00000383925
RNU6-2	ENST00000383928
SNORD116-3	ENST00000383929
SNORD116-11	ENST00000383929
SNORD116-1	ENST00000383929
RNY1	ENST00000383932
RNY4	ENST00000383933
LOC100132111	ENST00000383933
RNY4P7	ENST00000383935
RNY3	ENST00000383935
RNY4P19	ENST00000383936
RNY5P10	ENST00000383945
RNY4	ENST00000383946
RNY5P10	ENST00000383949
RNY4P7	ENST00000383949
RNY5P10	ENST00000383950
RNY4P19	ENST00000383950
LOC100132111	ENST00000383950
RNY4P19	ENST00000383955
RNU6-2	ENST00000383958
RNU6-2	ENST00000383959
RNU1-7	ENST00000383960
SNORD116-3	ENST00000383961
SNORD116-22	ENST00000383961
SNORD116-1	ENST00000383961
RNY3	ENST00000383963
RNY1	ENST00000383963
LOC100271832	ENST00000383965
RNU1-2	ENST00000383967
RNY4P19	ENST00000383970
RNY1	ENST00000383972
RNU6-1	ENST00000383973
RNU6-1	ENST00000383974
RNU1-4	ENST00000383975
RNU1-3	ENST00000383975
RNU1-2	ENST00000383975
RNU1-1	ENST00000383975
RNY4P7	ENST00000383979
RNU6-1	ENST00000383981
LOC100132111	ENST00000383984
RNY4	ENST00000383986
RNY4P19	ENST00000383987
RNU6-2	ENST00000383989
RNU6-1	ENST00000383991
RNY3	ENST00000383994
RNU6-2	ENST00000383997
SNORD116-9	ENST00000384000
RNU6-2	ENST00000384002
RNU6-1	ENST00000384002
RNY4	ENST00000384007
RNY3	ENST00000384011
RNY5P10	ENST00000384012
RNY4	ENST00000384012
RNY3	ENST00000384012
RN5S10	ENST00000384013
RNY5P10	ENST00000384014
RNU6-1	ENST00000384019
RNU6-2	ENST00000384020
LOC100271832	ENST00000384023
RNY3	ENST00000384024
SNORA37	ENST00000384028
RNY4	ENST00000384029
RNY1	ENST00000384029
RNU6-1	ENST00000384031
RNU6-2	ENST00000384032
SNORA6	ENST00000384033
RNY5P10	ENST00000384041
RNY4	ENST00000384041
LOC100132111	ENST00000384041
RNY5P10	ENST00000384043
RNY4	ENST00000384043
RNU6-2	ENST00000384050
LOC100271832	ENST00000384052
RNY3	ENST00000384054
RNU6-1	ENST00000384055
RNY4	ENST00000384057
LOC100132111	ENST00000384057
RNU6-1	ENST00000384061
LOC100271832	ENST00000384063
RNU1-3	ENST00000384064
RNY4	ENST00000384065
SNORD56B	ENST00000384067
RNY4	ENST00000384068
RNU6-2	ENST00000384069
RNU6-1	ENST00000384069
RNY5P10	ENST00000384070
RNY3	ENST00000384070
RNY3	ENST00000384073
RNU6-1	ENST00000384075
RNU6-2	ENST00000384077
RNY1	ENST00000384079
RNU6-2	ENST00000384080
RNY4P19	ENST00000384081
RNY4P7	ENST00000384087
LOC100132111	ENST00000384087
RNU6-1	ENST00000384088
RNU6-2	ENST00000384091
RNU1-4	ENST00000384093
RNU1-2	ENST00000384093
LOC100132111	ENST00000384095
SNORA24	ENST00000384096
RNY5P10	ENST00000384097
RNU1-9	ENST00000384104
RNU6-2	ENST00000384109
RNY5P10	ENST00000384110
RNY1	ENST00000384110
LOC100271832	ENST00000384110
RNY4	ENST00000384113
RNU6-2	ENST00000384115
RNY4P19	ENST00000384120
RNU6-1	ENST00000384128
RNY4P7	ENST00000384135
RNY4P19	ENST00000384135
RNU5F	ENST00000384136
RNY5P10	ENST00000384138
LOC100271832	ENST00000384138
LOC100132111	ENST00000384138
SNORA70	ENST00000384142
RNU6-1	ENST00000384143
SNORD62A	ENST00000384145
RNU1-7	ENST00000384149
RNU1-2	ENST00000384149
RN5S7	ENST00000384155
RN5S4	ENST00000384155
RN5S15	ENST00000384155
RN5S14	ENST00000384155
SNORA20	ENST00000384157
SNORA70	ENST00000384159
RNU6-2	ENST00000384160
LOC100271832	ENST00000384168
RNU6-2	ENST00000384169
RNU6-1	ENST00000384169
RNU6-2	ENST00000384172
RNY4	ENST00000384175
RNU6-2	ENST00000384180
RNU6-1	ENST00000384180
LOC100271832	ENST00000384184
RNY5P10	ENST00000384187
RNY5P10	ENST00000384198
LOC100132111	ENST00000384198
RNY5P10	ENST00000384202
RNU6-2	ENST00000384204
RNU6-2	ENST00000384219
RNU6-1	ENST00000384222
RNY5P10	ENST00000384223
LOC100132111	ENST00000384223
RNU6-1	ENST00000384233
RNY4P19	ENST00000384237
LOC100271832	ENST00000384237
LOC100132111	ENST00000384237
RNY4P19	ENST00000384240
LOC100132111	ENST00000384240
RNU1-3	ENST00000384241
RNU6-2	ENST00000384243
RNU6-2	ENST00000384246
RNU6-2	ENST00000384247
RNU6-2	ENST00000384248
SNORA7B	ENST00000384249
RNU6-1	ENST00000384253
RNY5P10	ENST00000384255
RNY1	ENST00000384255
RNY3	ENST00000384268
RNY3	ENST00000384271
RNU6-1	ENST00000384273
SNORD116-22	ENST00000384274
SNORD116-20	ENST00000384274
SNORD116-18	ENST00000384274
RNU1-3	ENST00000384278
RNU1-1	ENST00000384278
RNU6-2	ENST00000384280
RNY4P7	ENST00000384282
RNY4P19	ENST00000384282
RNU6-2	ENST00000384283
RNU6-1	ENST00000384285
RNU6-2	ENST00000384286
SNORD116-3	ENST00000384287
SNORD116-24	ENST00000384287
SNORD116-2	ENST00000384287
SNORD116-13	ENST00000384287
SNORA36A	ENST00000384289
RNY4P19	ENST00000384290
RNY4P19	ENST00000384293
RNY3	ENST00000384293
RNY4	ENST00000384297
RNY4P7	ENST00000384298
RNU6-1	ENST00000384299
EIF4A1P4	ENST00000384300
RNY1	ENST00000384305
LOC100271832	ENST00000384305
RNY1	ENST00000384307
RNY4P7	ENST00000384309
RNY1	ENST00000384309
RNY1	ENST00000384312
RNU6-2	ENST00000384314
RNU6-2	ENST00000384315
RNU6-2	ENST00000384325
RNU6-2	ENST00000384330
RNU6-2	ENST00000384332
SNORD116-8	ENST00000384335
SNORD116-19	ENST00000384335
SNORA16B	ENST00000384342
RNY5P10	ENST00000384345
RNY4P7	ENST00000384345
RNY4P7	ENST00000384347
SNORA72	ENST00000384356
RNY4P19	ENST00000384358
RNU6-1	ENST00000384359
RNU6-1	ENST00000384361
RNU6-1	ENST00000384362
RNY4	ENST00000384364
SNORD116-8	ENST00000384365
SNORD116-24	ENST00000384365
EIF4A1P4	ENST00000384366
RNU6-1	ENST00000384369
LOC100271832	ENST00000384373
RNY3	ENST00000384377
RNU1-8	ENST00000384378
RNU1-1	ENST00000384378
RNY4P19	ENST00000384380
RNY4	ENST00000384380
LOC100271832	ENST00000384380
RNU1-5	ENST00000384382
RNY4P7	ENST00000384389
SNORD3B-1	ENST00000384391
SNORD3A	ENST00000384391
RNU6-2	ENST00000384393
RNU6-2	ENST00000384394
RNY3	ENST00000384395
LOC100271832	ENST00000384395
RNY1	ENST00000384398
RNU6-1	ENST00000384399
RN5S6	ENST00000384400
RN5S2	ENST00000384400
RN5S16	ENST00000384400
RNY4P19	ENST00000384403
LOC100132111	ENST00000384403
SNORD116-24	ENST00000384404
SNORD116-16	ENST00000384404
SNORD116-29	ENST00000384408
SNORD116-26	ENST00000384408
SNORD116-23	ENST00000384408
SNORD116-12	ENST00000384408
SNORD116-1	ENST00000384408
RNY5P10	ENST00000384410
RNY5P10	ENST00000384413
RNY1	ENST00000384413
LOC100271832	ENST00000384413
RNY4P19	ENST00000384417
RNY4P19	ENST00000384419
LOC100132111	ENST00000384422
RNU1-7	ENST00000384425
RNU1-5	ENST00000384425
RNU1-3	ENST00000384425
LOC100271832	ENST00000384428
SNORD116-8	ENST00000384430
SNORD116-4	ENST00000384430
SNORD116-23	ENST00000384430
SNORD116-13	ENST00000384430
SNORD116-1	ENST00000384430
RNU6-2	ENST00000384431
RNU6-2	ENST00000384433
Snora68	ENST00000384437
SNORA51	ENST00000384442
SNORD116-15	ENST00000384445
RNY4P7	ENST00000384447
RNY3	ENST00000384447
RNU6-1	ENST00000384454
RNU6-2	ENST00000384456
RN5S8	ENST00000384457
RN5S13	ENST00000384457
SNORA10	ENST00000384458
SNORD116-7	ENST00000384462
SNORD116-6	ENST00000384462
SNORD116-26	ENST00000384462
SNORD116-14	ENST00000384462
SNORD116-13	ENST00000384462
LOC100132111	ENST00000384464
RNY5P10	ENST00000384467
SNORD116-26	ENST00000384468
SNORD116-13	ENST00000384468
SNORD116-10	ENST00000384468
RNU6-1	ENST00000384471
RNU1-5	ENST00000384472
RNU6-2	ENST00000384473
RNU6-2	ENST00000384475
RNU1-3	ENST00000384476
RNY4P7	ENST00000384478
LOC100271832	ENST00000384478
RNY4P7	ENST00000384480
RNY4P19	ENST00000384480
RNY4P19	ENST00000384484
RNY3	ENST00000384484
LOC100271832	ENST00000384484
SNORD3D	ENST00000384486
RNY4P7	ENST00000384489
RNU1-2	ENST00000384491
LOC100271832	ENST00000384494
RNY3	ENST00000384502
SNORA37	ENST00000384504
RNU6-1	ENST00000384505
RNY4	ENST00000384506
SNORD116-8	ENST00000384507
SNORD116-10	ENST00000384507
RNY3	ENST00000384511
LOC100132111	ENST00000384511
RNY5P10	ENST00000384514
SNORD116-14	ENST00000384516
RNY4P7	ENST00000384518
RNY4	ENST00000384518
RNY5P10	ENST00000384522
RNY4P19	ENST00000384522
RNY4	ENST00000384522
RNY1	ENST00000384522
LOC100132111	ENST00000384522
RNU6-2	ENST00000384525
RNU6-1	ENST00000384526
RNY5P10	ENST00000384528
RNY4	ENST00000384528
RNY3	ENST00000384528
LOC100132111	ENST00000384528
SNORD116-20	ENST00000384529
SNORD116-15	ENST00000384529
SNORD116-18	ENST00000384533
SNORD116-14	ENST00000384533
SNORD116-10	ENST00000384533
RNY4P7	ENST00000384541
RNU1-3	ENST00000384543
RNU1-1	ENST00000384543
SNORA70B	ENST00000384544
RNU6-1	ENST00000384546
RN5S3	ENST00000384547
SNORD116-7	ENST00000384549
SNORD116-4	ENST00000384549
SNORD116-3	ENST00000384549
SNORD116-19	ENST00000384549
SNORD116-17	ENST00000384549
SNORD116-11	ENST00000384549
LOC100271832	ENST00000384551
RNY5P10	ENST00000384552
RNY3	ENST00000384552
RNY5P10	ENST00000384553
RNY1	ENST00000384556
LOC100271832	ENST00000384560
RNY5P10	ENST00000384563
RNY1	ENST00000384564
RNY5P10	ENST00000384570
LOC100271832	ENST00000384573
RNY4P19	ENST00000384575
RNY4	ENST00000384575
RNU6-1	ENST00000384577
RNU6-1	ENST00000384578
RNU4-2	ENST00000384579
SNORA61	ENST00000384581
SNORA28	ENST00000384585
RNY5P10	ENST00000384586
RNY1	ENST00000384586
RNY5P10	ENST00000384587
RNY1	ENST00000384587
RNY3	ENST00000384589
RNU6-1	ENST00000384591
RNU1-7	ENST00000384592
RNY4P7	ENST00000384595
RNY3	ENST00000384595
RNY1	ENST00000384595
RNY5P10	ENST00000384596
RNY4P7	ENST00000384596
RNY3	ENST00000384596
RNU6-1	ENST00000384600
RNU6-1	ENST00000384602
RNU6-1	ENST00000384603
RNU6-1	ENST00000384608
RNU1-4	ENST00000384609
RNU1-3	ENST00000384609
RNU1-9	ENST00000384610
RNU1-2	ENST00000384610
RN5S4	ENST00000384611
LOC100271832	ENST00000384612
RNU6-1	ENST00000384615
RNU6-2	ENST00000384617
RNU6-1	ENST00000384620
RNY4P7	ENST00000384621
RNU6-1	ENST00000384622
RNU6-1	ENST00000384625
RNY5P10	ENST00000384626
RNU6-2	ENST00000384630
RNU6-1	ENST00000384631
RNY4	ENST00000384633
LOC100132111	ENST00000384633
RNU6-2	ENST00000384634
RNU6-1	ENST00000384634
